Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
1274,Round 1,"Institute of Infrastructure, Technology, Research And Management, Ahmedabad",Civil Engineering,G1,ST,250,250
1275,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Thermal and Propulsion,G1,ST,364,364
1276,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Control Systems,G1,OPEN,499,462
1277,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Materials Science and Technology,G1,SC,294,294
1278,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Master of Science in Astronomy and Astrophysics,G1,OBC-NCL,473,431
1279,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Earth System Science,G1,OPEN,452,429
1280,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Optical Engineering,G1,OPEN,510,440
1281,Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,G1,OBC-NCL,443,370
1282,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,G1,SC,330,271
1283,Round 1,"Jawaharlal Nehru University, New Delhi",Electronics and Communication Engineering,G1,EWS,354,325
1284,Round 1,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,G2,ST,197,197
1285,Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,G2,ST,249,249
1286,Round 1,Central University Of Kashmir,Structural Engineering,G1,OPEN,370,351
1287,Round 1,NIELIT Deemed to be University Kohima,Cyber Forensics and Information Security,G1,OBC-NCL,348,327
1288,Round 1,NIELIT Deemed to be University Agartala,Data Engineering,G2,ST,244,244
1289,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),G1,OBC-NCL,439,400
1290,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,ST,256,252
1291,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,SC,324,323
1292,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Electronics and Communication Engineering,G1,OPEN,366,366
1293,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Earth System Science,G1,OBC-NCL,407,390
1294,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OPEN-PwD,307,307
1295,Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,SC,443,443
1296,Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,ST,277,277
1297,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Optical Engineering,G1,OBC-NCL,400,386
1298,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,G1,ST,273,273
1299,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),G1,OPEN,489,433
1300,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,G1,OPEN,592,366
1301,Round 1,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,G1,OBC-NCL,547,529
1302,Round 1,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,G1,SC,323,298
1303,Round 1,"National Institute of Electronics and Information Technology, Calicut",Embedded Systems,G1,ST,271,271
1304,Round 1,NIELIT Deemed to be University Imphal,Artificial Intelligence,G1,EWS,385,335
1305,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G2,OPEN,463,445
1306,Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,SC,314,291
1307,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,EWS,497,450
1308,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,SC,326,315
1309,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G2,SC,330,330
1310,Round 1,"National Institute of Technology, Rourkela",Environmental Engineering,G1,ST,291,291
1311,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,SC,314,314
1312,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,OBC-NCL,681,658
1313,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,EWS,678,672
1314,Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,OBC-NCL,597,542
1315,Round 1,"National Institute of Technology, Rourkela",Structural Engineering,G1,ST,344,336
1316,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G1,OBC-NCL,473,473
1317,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G3,SC,321,318
1318,Round 1,"National Institute of Technology, Silchar",Power Electronics and Drives,G1,ST,262,262
1319,Round 1,"National Institute of Technology, Silchar",Renewable Energy,G1,EWS,360,360
1320,Round 1,"National Institute of Technology, Silchar",Renewable Energy,G1,OPEN,433,402
1321,Round 1,"National Institute of Technology, Silchar",Communication & Signal Processing,G1,SC,354,300
1322,Round 1,"National Institute of Technology, Silchar",Transportation Engineering,G1,OPEN,408,351
1323,Round 1,"National Institute of Technology, Silchar",Water Resources Engineering,G1,OBC-NCL,321,321
1324,Round 1,"National Institute of Technology, Silchar",Water Resources Engineering,G1,OPEN,359,359
1325,Round 1,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,SC,243,206
1326,Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,G1,OBC-NCL,731,702
1327,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G2,SC,272,272
1328,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,SC,332,332
1329,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G1,ST,342,310
1330,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,SC,515,433
1331,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,OBC-NCL,747,731
1332,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,OBC-NCL,429,424
1333,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,EWS,424,424
1334,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,OBC-NCL,456,428
1335,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,OBC-NCL,429,411
1336,Round 1,"National Institute of Technology, Warangal",Control & Automation,G1,OBC-NCL,515,464
1337,Round 1,"National Institute of Technology, Warangal",Control & Automation,G4,OBC-NCL,465,465
1338,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,EWS,739,731
1339,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,OPEN,564,502
1340,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,OBC-NCL,566,555
1341,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,ST,245,241
1342,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,SC,405,370
1343,Round 1,"National Institute of Technology, Warangal",VLSI Systems Design,G1,OPEN,707,674
1344,Round 1,"National Institute of Technology, Warangal",Welding Technology and Non Destructive Testing,G1,EWS,335,335
1345,Round 1,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,OBC-NCL,434,404
1346,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,G1,OPEN,489,414
1347,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Environmental Engineering,G1,SC,306,279
1348,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,OBC-NCL,383,362
1349,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,G1,SC,473,414
1350,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,G1,OPEN,657,625
1351,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,ST,298,298
1352,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Excavation Engineering,G1,SC,288,269
1353,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Geotechnical Engineering,G1,SC,291,288
1354,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,G1,EWS,382,378
1355,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,G1,ST,284,284
1356,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,G2,SC,311,311
1357,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Water Resources Engineering and Geoinformatics,G1,OPEN,464,371
1358,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Thermal Science and Energy Technology,G1,ST,266,266
1359,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mining and Mineral Engineering,G1,OBC-NCL,346,312
1360,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Sustainable Energy Technology and Development,G1,OBC-NCL,328,304
1361,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control & Industrial Automation,G1,OBC-NCL,357,327
1362,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,SC,357,315
1363,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,G1,OBC-NCL,476,453
1364,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,OPEN,608,534
1365,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group,G1,SC,374,374
1366,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. Biomedical Engineering,G1,EWS,377,337
1367,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Intelligent Mechanical Systems Design,G1,SC,228,228
1368,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,G1,SC,364,358
1369,Round 1,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,G1,SC,523,370
1370,Round 1,"Indian Institute of Information Technology , Kalyani",VLSI & Embedded Systems,G1,ST,264,264
1371,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,OPEN,549,493
1372,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,G1,OBC-NCL,433,397
1373,Round 1,"Indian Institute of Information Technology, Bhagalpur, Bihar",Electric Vehicle Technology,G1,ST,244,244
1374,Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,G1,SC,360,353
1375,Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,G1,ST,266,256
1376,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Cyber Physical System,G1,SC,344,335
1377,Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,G1,SC,360,360
1378,Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,G1,OPEN,517,505
1379,Round 1,Indian Institute of Information Technology (IIIT) Surat,Electronics and Communication Engineering (VLSI),G1,OBC-NCL,424,373
1380,Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,OBC-NCL,493,476
1381,Round 1,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,G1,SC,393,393
1382,Round 1,"Punjab Engineering College, Chandigarh",Quantum Materials & Technology,G1,EWS,338,313
1383,Round 1,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),G1,ST,291,291
1384,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,G1,OPEN,564,506
1385,Round 1,"Central Institute of Technology, Kokrajhar",Computer Science & Engineering,G1,OBC-NCL,419,419
1386,Round 1,Central University of Rajasthan,Sustainable Architecture,G1,SC,271,271
1387,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),G1,OBC-NCL,433,421
1388,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),G1,SC,342,290
1389,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,EWS,370,370
1390,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Renewable Energy,G1,ST,259,259
1391,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Aerodynamics and Flight Mechanics,G1,SC,349,343
1392,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Master of Science in Astronomy and Astrophysics,G1,ST,276,276
1393,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Quantum Technology,G1,SC,415,415
1394,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Engineering Education,G1,SC,331,209
1395,Round 1,NIELIT Deemed to be University- Ajmer,Artificial Intelligence & Data Science,G1,OBC-NCL,360,350
1396,Round 1,NIELIT Deemed to be University Agartala,Data Engineering,G2,SC,298,277
1397,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",RF and Microwave Engineering,G1,OPEN,592,452
1398,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Master of Science in Astronomy and Astrophysics,G1,EWS,358,358
1399,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Geoinformatics,G1,ST,268,268
